,0,1,2,3,4,5,6
language,es,fr,it,ar,ru,uk,he
DIVERSE_precision,0,0,0,0,0,0,0
DIVERSE_recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIVERSE_f1_score,0,0,0,0,0,0,0
DIVERSE_support,28,28,28,28,28,28,28
FEMININE_precision,0.7610619469026548,0.8291457286432161,0.766497461928934,0.8202247191011236,0.8350515463917526,0.8241758241758241,0.5802197802197803
FEMININE_recall,0.6490566037735849,0.6226415094339622,0.569811320754717,0.5509433962264151,0.30566037735849055,0.5660377358490566,0.9962264150943396
FEMININE_f1_score,0.70061099796334,0.7112068965517242,0.6536796536796536,0.6591422121896163,0.44751381215469604,0.6711409395973154,0.7333333333333334
FEMININE_support,265,265,265,265,265,265,265
MASCULINE_precision,0.8333333333333334,0.8303571428571429,0.7699115044247787,0.8114035087719298,0.5862068965517241,0.7197231833910035,0.941747572815534
MASCULINE_recall,0.6415094339622641,0.7018867924528301,0.6566037735849056,0.6981132075471698,0.8339622641509434,0.7849056603773585,0.3660377358490566
MASCULINE_f1_score,0.7249466950959488,0.7607361963190183,0.7087576374745417,0.7505070993914806,0.6884735202492211,0.7509025270758123,0.5271739130434783
MASCULINE_support,265,265,265,265,265,265,265
UNKNOWN_precision,0.0,0.0,0.0,0.0,0.0,0.0,
UNKNOWN_recall,0.0,0.0,0.0,0.0,0.0,0.0,
UNKNOWN_f1_score,0.0,0.0,0.0,0.0,0.0,0.0,
UNKNOWN_support,0.0,0.0,0.0,0.0,0.0,0.0,
NEUTER_precision,,,,,0.0,0.0,
NEUTER_recall,,,,,0.0,0.0,
NEUTER_f1_score,,,,,0.0,0.0,
NEUTER_support,,,,,0.0,0.0,
